NORDSTROM,190 NORTH GULPH ROAD,KING OF PRUSSIA,PA,19406
NEIMAN MARCUS,170 NORTH GULPH ROAD,KING OF PRUSSIA,PA,19406
OPTICAL WORLD,160 N GULPH RD,KING OF PRUSSIA,PA,19406-2941
STERLING OPTICAL #145,160 N GULPH RD,KING OF PRUSSIA,PA,19406-2903
WAYNE VISION,129 N WAYNE AVE,WAYNE,PA,19087-3561
D V B OPTICAL,373 W LANCASTER AVE,WAYNE,PA,19087-3926
SORELLA OPTIQUE AND EYECARE,1548 E LANCASTER AVE,PAOLI,PA,19301-1504
GLASSES 1/2 FULL,31 LEOPARD RD,PAOLI,PA,19301-1518
VON MAUR,7700 EAST KELLOG DR,WICHITA,KS,67207
"CLOMPUS, RETO, & HALSCHEID VISION A",1450 E BOOT RD,WEST CHESTER,PA,19380-5942
VISUAL EYES OPTIQUE PLLC,12 GENERAL WARREN BLVD,MALVERN,PA,19355-1245
DELAWARE EYE OPTICAL,18791 JOHN J WILLIAMS HWY,REHOBOTH BEACH,DE,19971-4401
HOWARD U OPTICAL SHOP,2041 GEORGIA AVE NW,WASHINGTON,,20060
SHERBER & RAD,"1101 15TH ST NW, SUITE 100",WASHINGTON,DC,20005
BLACK : WHITE LOOK,1514 U ST NW,WASHINGTON,DC,20009-4193
EYE DOCTORS OF WASHINGTON,1016 16TH ST NW,WASHINGTON,DC,20036-5740
WASHINGTON EYE ASSOCIATES,1602 L ST NW,WASHINGTON,DC,20036-5681
EYE RX,1629 K ST NW,WASHINGTON,DC,20006-1602
STEPHEN L GLASSER OD PC,900 17TH ST NW,WASHINGTON,DC,20006-2507
VISION SOURCE DC,1776 G ST NW,WASHINGTON,DC,20006-4718
EYE CENTRAL P.C.,635 PENNSYLVANIA AVE SE,WASHINGTON,DC,20003-4303
"PROVIDENCE OPTICIANS, INC 21231",3610 12TH ST NE,WASHINGTON,DC,20017-2546
SAR INC,1330 WISCONSIN AVE NW,WASHINGTON,,20007
CRYSTAL EYE CARE INC,1654 CRYSTAL SQUARE ARC,ARLINGTON,VA,22202-3322
APEX OPTICAL  #21976,4200 WISCONSIN AVE NW,WASHINGTON,DC,20016-2143
NORDSTROM,1400 SOUTH HAYES STREET,ARLINGTON,VA,22202
EYE SEE OPTIQUE,2405 COLUMBIA PIKE,ARLINGTON,VA,22204-4400
NEIMAN MARCUS,5300 WISCONSIN AVENUE NW,WASHINGTON,DC,20015
BLOOMINGDALES,5400 WISCONSIN AVENUE,CHEVY CHASE,MD,20815
BLOOMINGDALES,5300 WESTERN AVENUE,CHEVY CHASE,MD,20815
SK EYECARE,1020 S GLEBE RD,ARLINGTON,VA,22204-4354
SAKS FIFTH AVENUE,5555 WISCONSIN AVENUE.,CHEVY CHASE,MD,20815
NEIMAN MARCUS,5300 WISCONSIN AVE.,WASHINGTON,DC,20016
SAKS FIFTH AVE,5300 WISCONSIN AVE NW.,WASHINGTON,DC,20015
SAKS FIFTH AVE,5555 WISCONSIN AVE.,CHEVY CHASE,MD,20815
COLONIAL OPTICAL,4942 ST ELMO AVE,BETHESDA,MD,20814-6008
JORGE L. CAMPANA MD PC,6201 LEESBURG PIKE,FALLS CHURCH,VA,22044-2201
VISUAL EYES,6088 GREENBELT RD,GREENBELT,MD,20770-1019
VISUAL EYES,10240 LAKE ARBOR WAY,MITCHELLVILLE,MD,20721-3113
NORDSTROM,7111 DEMOCRACY BOULEVARD.,BETHESDA,MD,20817
SOLSTICE Tysons Corner,1961 Chain Bridge Road  Space G17L,McLean,VA,22102
STERLING OPTICAL,8025 TYSONS CORNER CTR,MC LEAN,VA,22102-4525
FRANCE OPTICAL,7303 LITTLE RIVER TPKE,ANNANDALE,VA,22003-3305
NEIMAN MARCUS,2255 INTERNATIONAL DRIVE,MC LEAN,VA,22102
EYELAND OPTICAL,12015 ROCKVILLE PIKE,ROCKVILLE,MD,20852-1611
SAKS FIFTH AVENUE,2051 INTERNATIONAL DR,MC LEAN,VA,22102
SAKS FIFTH AVENUE,2051 INTERNATIONAL DRIVE,MC LEAN,VA,22102
BLOOMINGDALES,8100 TYSONS CORNER CENTER,MC LEAN,VA,22102
BLOOMINGDALES,8100 TYSONS CORNER CTR,MC LEAN,VA,22102
NORDSTROM,8075 TYSONS CORNER CENTER,MCLEAN,VA,22102
SAKS FIFTH AVE,GALLERIA @ TYSON CNR II,MC LEAN,VA,22102
GALLERIA OPTICAL          2340,7700 LITTLE RIVER TPKE,ANNANDALE,VA,22003-2429
VISUAL EYES,8931 WOODYARD RD,CLINTON,MD,20735-4203
NORDSTROM,839 COMMERCE DR-COLLINGTON,UPPER MARLBORO,MD,20774
VISUAL EYES OPTOMETRIST,9600 MAIN ST,FAIRFAX,VA,22031-3798
MED STAR EYE INSTITUTE,4000 MITCHELLVILLE RD,BOWIE,MD,20716-3104
PRIMARY EYECARE ASSOCIATES #5111,9530 A BURKE RD,BURKE,VA,22015
VISUAL HEALTH,10690 FAIRFAX BLVD,FAIRFAX,VA,22030-4321
SHADY GROVE EYE CENTER    ,15200 SHADY GROVE RD,ROCKVILLE,,20850
ARGOS OPTICAL AND EYE CARE,15920 SHADY GROVE RD,GAITHERSBURG,MD,20877-1315
FIRST SIGHT VISION CARE,8115 MAPLE LAWN BLVD,FULTON,MD,20759-2681
MICHAEL T KHALIL OD,1406 NORTHPOINT VILLAGE CTR,RESTON,VA,20194-1190
NEW VIEW EYE CENTER,12110 SUNSET HILLS RD,RESTON,VA,20190-5852
PRECISION VISION CARE,11299 CRESSWELL LNDG,LORTON,VA,22079-4017
ASSOCIATES IN EYECARE STONERIDGE,42015 VILLAGE CENTER PLZ,ALDIE,VA,20105-3033
INSIGHT EYE OPTIQUE*,42395 RYAN RD,ASHBURN,VA,20148-4863
OPTIMEYES,43150 BROADLANDS CENTER PLZ,ASHBURN,VA,20148-3801
NEW ERA EYECARE OPTOMETRISTS,5718 UNION MILL RD,CLIFTON,VA,20124-1088
NORDSTROM,21090 DULLES TOWN CIRCLE,DULLES,VA,20166
ASHBURN EYECARE ASSOCIATES,44050 ASHBURN VILLAGE BLVD,ASHBURN,VA,20147-3346
ASSOCIATES IN EYECARE PC,10338 BRISTOW CENTER DR,BRISTOW,VA,20136-2201
MARYLAND EYE INSTITUTE,6 MONTGOMERY VILLAGE AVE,GAITHERSBURG,MD,20879-3530
DRS CONNESS & JABLONSKI,12444 DILLINGHAM SQ,WOODBRIDGE,VA,22192-5258
SAMUEL L WEIR OD PC,528 WATERLOO RD,WARRENTON,VA,20186-3011
STERLING OPTICAL,1272 SMALLWOOD DR W,WALDORF,MD,20603-4732
WEINSTEIN EYE ASSOCIATES,1215 ANNAPOLIS RD,ODENTON,MD,21113-1344
PEEPERS OF GAMBRILLS #6428,2626 BRANDERMILL BLVD,GAMBRILLS,MD,21054-1651
NORDSTROM,10300 LITTLE PATUXENT PARKWAY,COLUMBIA,MD,21044
BW EYE,200 HOSPITAL DR,GLEN BURNIE,MD,21061-5884
PROFESSIONAL VISION OF ELLICOTT CIT,9150 BALTIMORE NATIONAL PIKE,ELLICOTT CITY,MD,21042-2614
PEEPERS OF SEVERNA PARK,139 RITCHIE HWY,SEVERNA PARK,MD,21146-1152
WOOLF & WOOLF OPTOMETRISTS,2446 MOUNTAIN RD,PASADENA,MD,21122-1298
GWYNN'S OF MT PLEASANT,916 HOUSTON NORTHCUTT BLVD,MOUNT PLEASANT,SC,29464
INNOVISION EYE CARE,1500 WHETSTONE WAY,BALTIMORE,MD,21230-4770
MARYLAND CENTER FOR EYE CARE,419 W REDWOOD ST,BALTIMORE,MD,21201-1703
NORDSTROM,1880 ANNAPOLIS MALL,ANNAPOLIS,MD,21401
AFFORDABLE OPTICS,837 N HOWARD ST,BALTIMORE,MD,21201-4699
KRIEGER EYE INSTITUTE @ NW  8927,5415 OLD COURT RD,RANDALLSTOWN,MD,21133-5176
CHARM CITY OPTICAL CENTER INC,6412 REISTERSTOWN RD,BALTIMORE,MD,21215-2308
MOUNT AIRY MED EYE CTR,1001 TWIN ARCH RD,MOUNT AIRY,MD,21771-4138
KATZEN EYE - BEL AIR,3401 BOX HILL CORPORATE CENTER DR,ABINGDON,MD,21009-1200
Nordstrom,700 Fairmount Avenue,Towson,,21286
MD EYECARE L.L.C. #5303,8625 PLEASANT PLAINS RD.,TOWSON,MD,21286
NORDSTROM,700 FAIRMONT AVENUENUE,TOWSON,MD,21286
LEVIN EYE CARE,517 E BELVEDERE AVE,BALTIMORE,MD,21212-3745
ROLAND PARK VISION SERVICES,409 W COLD SPRING LN,BALTIMORE,MD,21210-2801
KRIEGER EYE INSTITUTE     5833,2700 QUARRY LAKE DR,BALTIMORE,MD,21209-3742
BARENBURG EYE ASSO.,1829 REISTERSTOWN RD,PIKESVILLE,MD,21208-6320
SPECTERA INC,2111 VAN DEMAN ST,BALTIMORE,MD,21224
DEBENHAMS WINCHESTER,"12/15 HIGH STREET, WINCHESTER, HAMPSHIRE",WINCHESTER,,SO23 9LA
PRIMARY EYECARE (CONNOR),265 MERCHANT WALK AVE,CHARLOTTESVILLE,VA,22902-6513
VON MAUR,145 YORKTOWN SHOPPING CENTER,LOMBARD,IL,60148
CLEARVISION OPTOMETRY,422 ORIANA RD,NEWPORT NEWS,VA,23608-3733
EYE CENTER OF VIRGINIA # 022049,101 TEWNING RD,WILLIAMSBURG,VA,23188-2639
BROOK RUN VISION #280512,5644 BROOK RD,RICHMOND,VA,23227-2273
NORDSTROM,11812 WEST BROAD STREET,RICHMOND,VA,23233
NELLIE GEORGE LLC,5714 GROVE AVE,RICHMOND,VA,23226-2346
GROVE AVENUE EYE CTR,3601 GROVE AVE,RICHMOND,VA,23221-2201
SAKS FIFTH AVE,9214 STONY POINT PARKWAY,RICHMOND,VA,23235
SAKS FIFTH AVENUE,9214 STONY POINT PARKWAY,RICHMOND,VA,23235
THE EYE PLACE OPTOMETRY PC,1601 HUGUENOT RD,MIDLOTHIAN,VA,23113-2428
TOM KIRKLAND OPTICIANS,14 N 8TH ST,RICHMOND,VA,23219-3317
THE EYE STATION OPTICAL  3105,168 - 8120 #2  RD,RICHMOND,BC,V7C 5J8
DEBENHAMS RUSHMERE,"RUSHMERE SHOPPING CENTRE, CENTRAL WAY CRAIGAVON",RUSHMERE,,BT64 1AA
HOLT RENFREW,1307 SAINTE-CATHERINE ST. WEST,MONTREAL,QC,H3G 1P7
EYE TO EYE OPTICAL,1 COLISEUM XING,HAMPTON,VA,23666-5970
MORGAN VISION CARE,4540 PRINCESS ANNE RD,VIRGINIA BEACH,VA,23462-7962
MODERN EYES OPTOMETRY,1975 GLENN MITCHELL DR,VIRGINIA BEACH,VA,23456-0167
DRS DEVITO & MARTIN,5900 E VIRGINIA BEACH BLVD,NORFOLK,VA,23502-2530
NORDSTROM,5415 TAMIAMI TRAIL NORTH,NAPLES,FL,34108
NORDSTROM,301 CUMBERLAND STREET,NORFOLK,VA,23510
GILBERT EYECARE,220 W BRAMBLETON AVE,NORFOLK,VA,23510-1571
VA BEACH EYE SURGERY #1275 A,465 N GREAT NECK RD,VIRGINIA BEACH,VA,23454-4064
JODY G,1624 LASKIN RD,VIRGINIA BEACH,VA,23451-7501
GILBERT EYECARE,1547 LASKIN RD,VIRGINIA BEACH,VA,23451-6111
ABINGDON OPTICIANS,276 W MAIN ST,ABINGDON,VA,24210-2749
DR JENNINGS       3272,310 E MAIN ST,WYTHEVILLE,VA,24382-2326
DR WALTER RAMSEY           485,1301 LEE ST E,CHARLESTON,WV,25301-1928
WV EYE CONSULTANTS,501 SUMMERS ST,CHARLESTON,WV,25301-1239
"ALAN RADA, OD",4202 MACCORKLE AVE SE,CHARLESTON,WV,25304-2502
WHITTINGTON AND WHITTINGTON,3840 PENNSYLVANIA AVE,CHARLESTON,WV,25302-4650
NORDSTROM,250 GRANITE ST STE #227,BRAINTREE,MA,02184
LAUER VISION INC,2014 DUDLEY AVE,PARKERSBURG,WV,26101-3405
CAROLINA CTR FOR EYECARE,5380 US HIGHWAY 158,ADVANCE,NC,27006-6974
WFBH OPTICAL DESIGNS  COUNTRY CLUB,4610 COUNTRY CLUB RD,WINSTON SALEM,NC,27104-3520
FORSYTH FAMILY EYE CARE,5305 ROBINHOOD VILLAGE DR,WINSTON SALEM,NC,27106-9820
MONKEES OF THE VILLAGE,217 REYNOLDA VLG,WINSTON SALEM,NC,27106-5127
THURMOND EYE CENTER,1015 NC HIGHWAY 150  W,SUMMERFIELD,NC,27358-9074
GUILFORD EYE CENTER OD PA,5500 W FRIENDLY AVE,GREENSBORO,NC,27410-4368
SCHONHOFEN OPTOMETRY PA,346 N BRIDGE ST,ELKIN,NC,28621-3407
"FAMILY VISION CARE OPTOMETRY, PLLC",1816 N BRIDGE ST,ELKIN,NC,28621-2104
"BARTLETT, GRISBY, BOAN & ASSOC.",2120 STATESVILLE BLVD,SALISBURY,NC,28147-1410
GRACE VISION CARE,403 E STATESVILLE AVE,MOORESVILLE,NC,28115-2675
LAKE NORMAN EYE CARE,548 WILLIAMSON RD,MOORESVILLE,NC,28117-8194
PATTY VISION CENTERS,2326 S CHURCH ST,BURLINGTON,NC,27215-5387
DRS ADLER & STAMPS OD PA,861 WILLOW DR,CHAPEL HILL,NC,27514-7074
EYEMAX OPTICAL,90 CHEROKEE RD,PINEHURST,NC,28374-7502
"NORTH CAROLINA EYE, EAR, NOSE AND T",4102 N ROXBORO ST,DURHAM,NC,27704-2122
SPECTRUM FAMILY EYE CENTER,160 FOX HOLLOW CT,PINEHURST,NC,28374-8510
PRESTON OPTOMETRY CENTER,258 TOWNE VILLAGE DR,CARY,NC,27513-8910
TRIANGLE VISION OPTOMETRY,200 PERIMETER PARK DR,MORRISVILLE,NC,27560-9714
SAKS FIFTH AVE,TRIANGLE TOWN CENTER,RALEIGH,NC,27616
THE SPECTACLE,4209 LASSITER MILL RD,RALEIGH,NC,27609-5882
ERIC OBERDORF OD,7200 CREEDMOOR RD,RALEIGH,NC,27613-1710
GOOD LOOKS,8511 COLONNADE CENTER DR,RALEIGH,NC,27615-3066
SAKS FIFTH AVENUE,7700 OLD WAKE FOREST ROAD,RALEIGH,NC,27616
FAMILY EYECARE CENTERRISE,7500 RAMBLE WAY,RALEIGH,NC,27616-4307
MITCHELL EYE CENTER,515 N SPENCE AVE,GOLDSBORO,NC,27534-4261
ATLANTIC EYE OPTOMETRIC SVCS 10004,2803 CASHWELL DR,GOLDSBORO,NC,27534-4301
CAROLINA EYE CARE    10826,231 N GENERALS BLVD,LINCOLNTON,NC,28092-3556
COMPLETE EYE CARE,1200 SPRUCE ST,BELMONT,NC,28012-3370
CAROLINA EYE CARE,19607 W CATAWBA AVE,CORNELIUS,NC,28031-4002
NORTHCROSS EYE,9710 SAM FURR RD,HUNTERSVILLE,NC,28078-4977
NORTHLAKE OPTICAL,6801 NORTHLAKE MALL DR,CHARLOTTE,NC,28216-0746
UNIVERSITY EYE ASSOCIATES,455 S MAIN ST,DAVIDSON,NC,28036-8019
SALLY'S OPTICAL SECRETS INC  14135,1419 EAST BLVD,CHARLOTTE,NC,28203-5867
DILWORTH EYE,1820 EAST BLVD,CHARLOTTE,NC,28203-5826
SOLSTICE,4400 SHARON ROAD,CHARLOTTE,NC,28211
NORDSTROM,4400 SHARON ROAD,CHARLOTTE,NC,28211
NEIMAN MARCUS,4400 SHARON ROAD,CHARLOTTE,NC,28211
SOUTH PARK OPTICAL CENTER,4400 SHARON RD,CHARLOTTE,NC,28211-3525
SOLSTICE South Park,4400 Sharon Road #E0C14,Charlotte,NC,28211
MAXWELL GREENMAN #70329,2801 RANDOLPH RD,CHARLOTTE,NC,28211-1047
LUNA INC,237 MAIN ST,PINEVILLE,NC,28134-7528
HORIZON COTSWOLD,135 S SHARON AMITY RD,CHARLOTTE,NC,28211-2842
CAROLINA PEDIATRIC EYE SPECIAL,1025 VINEHAVEN DR NE,CONCORD,NC,28025-2439
INVISION FAMILY EYECARE,6167 BAYFIELD PKWY,CONCORD,NC,28027-7486
UNIVERSITY EYE ASSOCIATES,9651 BROOKDALE DR,CHARLOTTE,NC,28215-8707
VISION LOFT,8415 PIT STOP COURT NW   SUITE 100,CONCORD,NC,28027
HORIZON ARBORETUM,11835 SOUTHMORE DR,CHARLOTTE,NC,28277-4466
PIEDMONT EYECARE ASSOC,8811 BLAKNY PROF DR,CHARLOTTE,NC,28277-6599
BLINK EYE CARE #30-0009,16618 RIVERSTONE WAY,CHARLOTTE,NC,28277-5746
HOLT RENFREW,3401 DUFFERIN HWY 401,TORONTO,ON,M6A 2T9
HARRY ROSEN,3401 DUFFERIN ST,TORONTO,ON,M6A 2T9
PALMETTO EYE ASSOCIATES PA,2460 INDIA HOOK RD,ROCK HILL,SC,29732-3578
BETTER VISION OPTOMETRIC CENTER PA,3771 RAMSEY ST,FAYETTEVILLE,NC,28311-7675
METRO SPECS,201 S MCPHERSON CHURCH RD,FAYETTEVILLE,NC,28303-4926
MONKEES & THE BAMBOO HANGER,1900 EASTWOOD RD,WILMINGTON,NC,28403-7206
NEW BERN FAMILY EYECARE,2805 VILLAGE WAY,NEW BERN,NC,28562-7351
EYE TO EYE,1015 ARENDELL ST,MOREHEAD CITY,NC,28557-4128
INSIGHT OPTOMETRIC SERVICE PA,300 CAMPEN RD,BEAUFORT,NC,28516-1597
DR G M CONEKIN,200 DOCTORS DR,JACKSONVILLE,NC,28546-6310
PARTNER VISION,2439 N CENTER ST,HICKORY,NC,28601-1320
ELLA BLU LLC,214 UNION SQ NW,HICKORY,NC,28601-6108
ELITE EYE CARE,140 AIRPORT RD,ARDEN,NC,28704-8599
POTPOURRI 2,PO BOX 2414,HIGHLANDS,NC,28741
FOLLINE OPTICIANS,4840 FOREST DR,COLUMBIA,SC,29206-4809
HUDSONS BAY,176 YONGE STREET,TORONTO,ON,M5C 2L7
DEVINE EYES INC    14770,2421 DEVINE ST,COLUMBIA,SC,29205-2405
CAROLINA VISION ASSOCIATES,180 N DEAN ST,SPARTANBURG,SC,29302-1503
SPARTANBURG VISION-EAST,  1200 E MAIN ST,SPARTANBURG,,29307
"GREENVILLE EYECARE ASSOCIATES, PA",1212 HAYWOOD RD  STE 600,GREENVILLE,SC,29615-2200
KING STREET VISION,331 KING STREET,CHARLESTON,SC,29401
COS BAR,201 KING STREET,CHARLESTON,SC,29401
JACKSON DAVENPORT VISION,379 KING ST,CHARLESTON,SC,29401-1438
OPTICAL IMPRESSIONS,8096 RIVERS AVE,NORTH CHARLESTON,SC,29406-9235
SIEGMUND EYE CARE,4278 RIVER OAKS DR,MYRTLE BEACH,SC,29579-5603
CLEMSON EYE EASLEY CLINIC #6755,15 SOUTHERN CENTER CT,EASLEY,SC,29642-1533
SPONSELLER EYE CARE ONE,3152 WASHINGTON RD,AUGUSTA,GA,30907-3834
"OPTICAL SOLUTIONS, INC.",10 HOSPITAL CTR CMNS,HILTON HEAD ISLAND,SC,29926-2839
EYELAND OPTIQUE LLC,890 WILLIAM HILTON PKWY,HILTON HEAD ISLAND,SC,29928-3419
GEORGIA EYE INSTITUTE,4720 WATERS AVE,SAVANNAH,GA,31404-6292
SPECS APPEAL,2570 BLACKMON DR,DECATUR,GA,30033-6197
WRIGHT VISION CARE PC,2070 N DECATUR RD,DECATUR,GA,30033-5306
DRUID HILLS EYE CARE,1781 CLAIRMONT RD,DECATUR,GA,30033-4005
MINCEY EYECARE CENTER OF ATLANTA,2434 GRESHAM RD SE,ATLANTA,GA,30316-4130
EYE ETC   #22105,484 MORELAND AVE NE,ATLANTA,GA,30307-3421
HIGHLAND EYE BOUTIQUE #001457,1056 N HIGHLAND AVE NE,ATLANTA,GA,30306-3551
SELECT SHADES,299 N HIGHLAND AVE NE,ATLANTA,GA,30307-2668
MIDTOWN EYE CARE,650 PONCE DE LEON AVE NE,ATLANTA,GA,30308-1804
COLONY SQUARE EYE CARE,1197 PEACHTREE ST NE,ATLANTA,GA,30361-3502
EYEDEOLOGY VISION CENTER & OPTIQUE,860 PEACHTREE ST NE,ATLANTA,GA,30308-1249
PEARLE VISION 8688,3425 LENOX RD NE,ATLANTA,GA,30326-1308
HOPE SOUTH APPAREL,511 E PACES FERRY RD NE,ATLANTA,GA,30305-2601
BLOOMINGDALES,3393 PEACHTREE ROAD NE,ATLANTA,,30326
Neiman Marcus,3393 Peachtree Rd. N.E.,Atlanta,,30326
Nordstrom,3500 Peachtree Road NE,Atlanta,,30326
SOLSTICE ,3393 PEACHTREE ROAD NE STE 4038,ATLANTA,GA,30326
BLOOMINGDALES,3393 PEACHTREE ROAD NE,ATLANTA,GA,30326
GEORGIA EYE ASSOCIATES,3120 MAPLE DR NE,ATLANTA,GA,30305-2649
THOMAS EYE GROUP,5901A PEACHTREE DUNWOODY RD,ATLANTA,GA,30328-5382
THOMAS EYE GROUP PC,5901 PEACHTREE DUNWOODY RD,ATLANTA,GA,30328-5382
REFLECTIONS,305 BROOKHAVEN AVE NE,ATLANTA,GA,30319-3253
TOM FORD,PHIPPS PLAZA 3500 Peachtree Rd NE #1098-B,ATLANTA,GA,30326
ITALY OPTICAL,5141 BUFORD HWY NE,DORAVILLE,GA,30340-1104
LE STANNE OPTICIANS      86435,110 E ANDREWS DR NW,ATLANTA,GA,30305-1368
EYE-CONIC OPTICAL,1700 NORTHSIDE DR NW,ATLANTA,GA,30318-2696
SOUTH GEORGIA EYE PARTNERS PC,5775 GLENRIDGE DR,ATLANTA,GA,30328-5323
INSIGHT EYECARE PC,5380 ROSWELL RD,ATLANTA,GA,30342-1916
EYE SPECIALISTS OF GEORGIA #8397,777 CLEVELAND AVE SW,ATLANTA,GA,30315-7225
OPTIQUE @ WEST PACES,1244 W PACES FERRY RD NW,ATLANTA,GA,30327-2306
1HOUR OPTICAL,217 BOBBY JONES EXPY,AUGUSTA,GA,30907-5255
Nordstrom,4390 Ashford Dunwoody Road NE,Atlanta,,30346
EYE 1ST VISION CENTER,901 ABERNATHY RD,ATLANTA,GA,30328-2562
MOUNT VERNON EYE CARE,1611 MT VERNON RD,DUNWOODY,GA,30338-4224
OLGA,250 SPRING ST,ATLANTA,GA,30303-1101
INTERNATIONAL OPTICAL,250 SPRING ST,ATLANTA,GA,30303-1101
NUKOA EYE CARE,3230 STEVE REYNOLDS BLVD,DULUTH,GA,30096-8839
MOUNTAINVIEW EYE ASSOCIATES,1786 OAK RD,SNELLVILLE,GA,30078-2220
THE OPTICAL BOUTIQUE,2377 LENORA CHURCH RD,SNELLVILLE,GA,30078-3232
EYE DECOR,2442 PLEASANT HILL RD,DULUTH,GA,30096-1700
EYE GALLERIA,2550 PLEASANT HILL RD,DULUTH,GA,30096-4115
JUSTICE VISION CLINIC,10360 MEDLOCK BRIDGE RD,DULUTH,GA,30097-5927
SUGARLOAF EYECARE,6555 SUGARLOAF PKWY,DULUTH,GA,30097-4930
VON MAUR,4000 NORTH POINT CIRCLE,ALPHARETTA,GA,30022
FAMILY EYECARE OF ROSWELL,910 HOLCOMB BRIDGE RD,ROSWELL,GA,30076-1981
PEARLE VISION,10775 ALPHARETTA HWY,ROSWELL,GA,30076-1772
THOMAS EYE GROUP,1120 PEACHTREE INDUSTRIAL BLVD,SUWANEE,GA,30024-2013
B. SPECTACLED,50 CANTON ST,ALPHARETTA,GA,30009-3633
HAZEL FAMILY EYECARE,930 MARIETTA HWY,ROSWELL,GA,30075-6774
PEARLE VISION,1708 SCENIC HIGHWAY 124,SNELLVILLE,GA,30078
CLARITY VISION GROUP,1780 PEACHTREE PKWY,CUMMING,GA,30041-6834
PEARLE VISION,1401 JOHNSON FERRY RD,MARIETTA,GA,30062-6495
EAST COBB EYE CENTER,3960 SHALLOWFORD RD,MARIETTA,GA,30062-5058
SHANNON OPTICAL,210 HUDSON ST,CUMMING,GA,30040-2432
COMPLETE FAMILY EYECARE,327 DAHLONEGA ST,CUMMING,GA,30040-2480
EYES ON TOWNE LAKE,1075 BUCKHEAD XING,WOODSTOCK,GA,30189-4262
PEARLE VISION,3264 BUFORD DR #100-A,BUFORD,GA,30519
NORDSTROM,3333 BUFORD DRIVE,BUFORD,GA,30519
MARIETTA EYE CLINIC,PO BOX 878,MARIETTA,GA,30061-0871
MARIETTA VISION,393 N SESSIONS ST NW,MARIETTA,GA,30060-1361
PEARLE VISION,1757 E WEST CONNECTOR,AUSTELL,GA,30106-1248
DR DANIEL TULMAN,880 CRESTMARK DR,LITHIA SPRINGS,GA,30122-2646
GEORGIA EYE ASSOCIATES,1235 FRIENDSHIP RD,BRASELTON,GA,30517-5623
HENRY VISION CENTER,3564 HWY 138  SE,STOCKBRIDGE,GA,30281-4170
VON MAUR,3379 BUFORD DRIVE,BUFORD,GA,30519
JACKSON FAMILY EYE CARE,5370 HWY 92,FAIRBURN,GA,30213-2296
EYE CAN SEE 2,16004 BARNESVILLE ST,ZEBULON,GA,30295-4227
TAKLE EYE GROUP,646 S 8TH ST,GRIFFIN,GA,30224-4214
SPECTRUM EYECARE,361 HWY 74  N,PEACHTREE CITY,GA,30269-1102
MOBLEY EYE CARE,539 GLYNN ST N,FAYETTEVILLE,GA,30214-1108
I C OPTIQUE,1201 N PEACHTREE PKWY,PEACHTREE CITY,GA,30269-1743
N.GEORGIA EYE CLINIC#4940,1485 JESSE JEWELL PKWY NE,GAINESVILLE,GA,30501-3802
"HEERY'S CLOTHES CLOSET, INC",195 COLLEGE AVE,ATHENS,GA,30601-2804
FIVE POINTS EYECARE       4428,698 S MILLEDGE AVE,ATHENS,GA,30605-1251
EMBELLISH COLLECTION,1110 MARKET ST,CHATTANOOGA,TN,37402-2892
SCENIC CITY EYE CARE,309 N MARKET ST,CHATTANOOGA,TN,37405-3908
MURPHY EYE CENTER,305 SHIRLEY AVE,DOUGLAS,GA,31533-2333
SEASIDE OPHTHALMOLOGY,3303 GLYNN AVE,BRUNSWICK,GA,31520-4406
COASTAL EYECARE,312 REDFERN VLG,SAINT SIMONS ISLAND,GA,31522-2522
AMELIA EYE ASSOCIATES,1411 S 14TH ST,FERNANDINA BEACH,FL,32034-3031
RITZ-CARLTON AMELIA ISLAND,4750 AMELIA ISLAND PKWY,FERNANDINA BEACH,FL,32034-5501
TED A MC ELROY OD PC,2012 PINEVIEW AVE,TIFTON,GA,31794-3035
DEBENHAMS LAKESIDE,"LAKESIDE SHOPPING CENTRE, THURROCK, GRAYS, ESSEX",LASKESIDE,,RM20 2ZQ
VALUEVISION OF BEAUCLERC,9397 SAN JOSE BLVD,JACKSONVILLE,FL,32257-5587
EYE ELEMENTS,13760 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32258-5492
BOWDEN EYE & ASSOCIATES,7205 BONNEVAL RD,JACKSONVILLE,FL,32256-7565
NORTH FLORIDA VISION GROUP,14866 OLD ST AUGUSTINE RD,JACKSONVILLE,FL,32258-2611
DEERWOOD FAMILY EYECARE,9978 OLD BAYMEADOWS RD,JACKSONVILLE,FL,32256-7905
VUE,3588 ST JOHNS AVE,JACKSONVILLE,FL,32205-8446
VISION EXPRESS VISION SOURCE,4871 TOWN CENTER PKWY,JACKSONVILLE,FL,32246-8310
PONTE VEDRA EYE ASSOCIATES,150 PROFESSIONAL DR,PONTE VEDRA BEACH,FL,32082-7232
VISION EXPRESS,880 A1A  N,PONTE VEDRA BEACH,FL,32082-3220
MAYO OPTICAL,4500 SAN PABLO RD S,JACKSONVILLE,FL,32224-1865
SOLSTICE,4712 RIVER CITY DRIVE STE 119,JACKSONVILLE,FL,32246
VALUE VISION-REGENCY,9400 ATLANTIC BLVD,JACKSONVILLE,FL,32225-8255
NORDSTROM,4835 TOWN CROSSING DRIVE,JACKSONVILLE,FL,32246
SIGHT 'N STYLE OPTICAL #010015,1403 DUNN AVE,JACKSONVILLE,FL,32218-4870
