SPECS,195 SOUTH 36TH STREET,QUINCY,IL,62301
ELEGANT EYES,3016 GEORGIA ST,LOUISIANA,MO,63353-2516
BERGH-WHITE OPTICIANS INC,2351 W MONROE ST,SPRINGFIELD,IL,62704-1452
SPRINGFIELD VISION CARE,2741 PRAIRIE CROSSING DR,SPRINGFIELD,IL,62711-7162
WEST COUNTY OPHTHALMOLOGY,222 S WOODS MILL RD,CHESTERFIELD,MO,63017-3625
OPTICAL EXPRESSIONS,12422 OLIVE BLVD,CREVE COEUR,MO,63141-6392
ADVANCED EYECARE,6708 RAYTOWN RD,RAYTOWN,MO,64133-5272
INSIGHT EYECARE SPECIALTIES,19045 E VALLEY VIEW PKWY,INDEPENDENCE,MO,64055-6999
HALLS-CROWN CENTER,200 E 25TH ST,KANSAS CITY,MO,64108
INDEPENDENTS,200 E 25TH ST,KANSAS CITY,MO,64108
VISION PROFESSIONALS OF LEAWOOD,5020 W 135TH ST,LEAWOOD,KS,66224-8703
MISSION EYECARE,6120 JOHNSON DR,MISSION,KS,66202-3333
COLLEGE BOULEVARD VISION CARE,11827 COLLEGE BLVD,OVERLAND PARK,KS,66210-1314
NORDSTROM,11143 WEST 95TH STREET,OVERLAND PARK,KS,66214
INVISION EYEWEAR LLC*,11477 W 95TH ST,OVERLAND PARK,KS,66214-1827
EYE CENTER OF PARKVILLE 16755,6325 LEWIS DR,PARKVILLE,MO,64152-4506
WEST GLEN EYECARE PA,16202 MIDLAND DR,SHAWNEE,KS,66217-9535
FAMILY FOCUS EYEWEAR,3301 W BROADWAY BUSINESS PARK CT,COLUMBIA,MO,65203-0106
THE VISION CLINIC,3440 S NATIONAL AVE,SPRINGFIELD,MO,65807-7307
COLLINS EYE CLINIC,1342 E PRIMROSE ST,SPRINGFIELD,MO,65804-4279
SUNSHINE EYE CLINIC,1441 E SUNSHINE ST,SPRINGFIELD,MO,65804-1211
INSIGHT VISION CENTER,11148 S LONE ELM RD,OLATHE,KS,66061-9434
SPECS WICHITA,1423 N WEBB RD,WICHITA,KS,67206-3430
VON MAUR,7700 EAST KELLOG DRVE,WICHITA,KS,67207
NORDSTROM,55 SOUTH WEST TEMPLE ST,SALT LAKE CITY,UT,84101
SEE & BE SEEN,9973 S 168TH AVE,OMAHA,NE,68136-4232
LINCOLN VISION CTR#7,651 N 66TH ST,LINCOLN,NE,68505-2478
VON MAUR,2900 PINE LAKE RD STE A,LINCOLN,NE,68516
LIND OPTICAL,4107 7TH AVE,KEARNEY,NE,68845-1312
SOLSTICE,"3301 VETERANS MEMORIAL BOULEVARD, SPACE 71",METAIRIE,LA,70002
THE LOOKING GLASS,4324 VETERANS BLVD,METAIRIE,LA,70006
METAIRIE OPTICAL LLC,800 METAIRIE RD,METAIRIE,LA,70005-4066
GRAND VISION LLC,6601 VETERANS MEMORIAL BLVD,METAIRIE,LA,70003-3933
EYES ON CANAL,4205 CANAL ST,NEW ORLEANS,LA,70119-5942
PRIMARY EYE CARE,1530 N BROAD ST,NEW ORLEANS,LA,70119-2334
SAKS FIFTH AVE,301 CANAL STREET,NEW ORLEANS,LA,70130
SOLSTICE,333 CANAL STREET STE 218,NEW ORLEANS,LA,70130
SAKS FIFTH AVENUE,301 CANAL STREET,NEW ORLEANS,LA,70130
PREMIER EYE CARE,1901 MANHATTAN BLVD,HARVEY,LA,70058-3582
BELLE CHASSE NGUYEN 70671,102 WOODLAND HWY,BELLE CHASSE,LA,70037-1674
ACADIANA VISION CARE AND OPTICAL,16172 AIRLINE HWY,PRAIRIEVILLE,LA,70769-4212
VISION SOURCE MANDEVILLE,3545 HWY 190,MANDEVILLE,LA,70471-3138
"KIKI,INC","1910 KALISTE SALOOM ROAD, SUITE 600",LAFAYETTE,LA,70508
LA SPECS**,1910 KALISTE SALOOM RD,LAFAYETTE,LA,70508-6172
KIKI,1910 KALISTE SALOOM RD,LAFAYETTE,LA,70508-6178
OPTICS UNLIMITED,1767 IMPERIAL BLVD,LAKE CHARLES,LA,70605-5362
ORANGE FAMILY EYE CARE,2401 N 16TH ST,ORANGE,TX,77630-2331
WILLIAMSON EYE CENTER BEST VISION,550 CONNELL PARK LN,BATON ROUGE,LA,70806-6539
THE OPTICAL SHOPPE,7641 JEFFERSON HWY,BATON ROUGE,LA,70809
PREMIER EYECARE & OPTICAL,11281 OLD HAMMOND HWY,BATON ROUGE,LA,70816-8404
SOLSTICE Mall of Louisiana,"6401 Bluebonnet Blvd., Suite 1044",Baton Rouge,LA,70836
SHENANDOAH EYE CLINIC,5237 JONES CREEK RD,BATON ROUGE,LA,70817-2124
ACHORD EYE CLINIC,8280 YMCA PLAZA DR,BATON ROUGE,LA,70810-0927
ADAMS EYECARE,1911 BENTON RD,BOSSIER CITY,LA,71111-3500
IMELDA'S FINE SHOES,4832 LINE AVE,SHREVEPORT,LA,71106-1530
DUNCAN OPTICAL,4843 LINE AVE,SHREVEPORT,LA,71106-1529
VISION CLAUDE FRENETTE*,8361 BLVD NEWMAN,LA SALLE,QC,H8N 1Y4
S ARKANSAS EYE CLINIC,310 THOMPSON AVE,EL DORADO,AR,71730-4569
PHILLIPS VISION CLINIC,4504 TEXAS BLVD,TEXARKANA,TX,75503-3027
TEXARKANA EYE ASSOCIATES,2703 RICHMOND RD,TEXARKANA,TX,75503
RAMER EYE CARE,1629 AIRPORT RD,HOT SPRINGS NATIONAL PARK,AR,71913-8069
EYECARE OPTICAL,9800 BAPTIST HEALTH DR,LITTLE ROCK,AR,72205-6214
FAMILY EYE CLINIC,3004 E KIEHL AVE,SHERWOOD,AR,72120-3228
ELITE EYECARE & OPTICAL,3000 E HIGHLAND DR,JONESBORO,AR,72401-6382
VISION CARE CENTER,623 E MATTHEWS AVE,JONESBORO,AR,72401-3145
MCDONALD EYE ASSOCIATES,3318 N NORTHHILLS BLVD,FAYETTEVILLE,AR,72703-4008
THE EYE CENTER,594 E MILLSAP RD,FAYETTEVILLE,AR,72703-4096
FOCUSED FAMILY EYECARE #10695,3730 N VANTAGE DR,FAYETTEVILLE,AR,72703-4982
UPTOWN EYES,100 E JOYCE BLVD,FAYETTEVILLE,AR,72703-6292
PARENTI-MORRIS EYECARE*,3710 W SOUTHERN HILLS BLVD,ROGERS,AR,72758-8041
BENTONVILLE EYE CARE,800 SE WALTON BLVD,BENTONVILLE,AR,72712-5376
GRAHAM OPTICAL,1001 LEXINGTON AVE,FORT SMITH,AR,72901-4945
DR STEVEN STILES,2401 S WALDRON RD,FORT SMITH,AR,72903-3736
ENNEN EYE CENTER,3312 S 70TH ST,FORT SMITH,AR,72903-5052
LASTER EYE CENTER,9001 JENNY LIND RD,FORT SMITH,AR,72908-8629
HILL VISION CENTER,117 NORTHRIDGE DR E,VAN BUREN,AR,72956-6544
PRECISION VISION OF EDMOND,501 E 15TH ST,EDMOND,OK,73013-5047
INNOVATIVE EYECARE,1201 NW 178TH ST,EDMOND,OK,73012-4279
EYE CARE CENTER,16135 N MAY AVE,EDMOND,OK,73013-8976
EYES ETC LLC,6508 N WESTERN AVE,OKLAHOMA CITY,OK,73116-7324
FORESTER & PITT VISION SOURCE*,3011 NW 63RD ST,OKLAHOMA CITY,OK,73116-3629
CORNERSTONE EYECARE,4720 N CLASSEN BLVD,OKLAHOMA CITY,OK,73118-4837
DEAN MCGEE EYE INSTITUTE,608 STANTON L YOUNG BLVD,OKLAHOMA CITY,OK,73104-5065
MIDTOWN OPTICAL,1106 CLASSEN DR,OKLAHOMA CITY,OK,73103-2608
EYECARE ASSC OF YUKON,1604 PROFESSIONAL CIR,YUKON,OK,73099-6314
DR GLEN PARTIN,1100 N MUSTANG RD,MUSTANG,OK,73064-7201
THE EYE EXPERIENCE,10740 S MAY AVE,OKLAHOMA CITY,OK,73170-2479
BARNES VISION CLINIC,1911 N COMMERCE ST,ARDMORE,OK,73401-1382
LOOK N SEE VISION CARE**,2007 S 1ST ST,AUSTIN,TX,78704-5195
FREEDOM EYE CARE PLLC,4211 S LAMAR BLVD,AUSTIN,TX,78704-7996
NORDSTROM,2901 CAPTIAL OF TEXAS HIGHWAY SOUTH,AUSTIN,TX,78746
SOLSTICE,"2901 S CAPITAL OF TEXAS HIGHWAY, #E-6C",AUSTIN,TX,78746
SONJA M FRANKLIN OD PA,2222 RIO GRANDE ST,AUSTIN,TX,78705-5110
ECLECTIC EYEWEAR,2510 GUADALUPE ST,AUSTIN,TX,78705-4520
DR CHERYL JANSEN OD*,3601 W WILLIAM CANNON DR,AUSTIN,TX,78749-1533
B VO VISION,6611 S MO PAC EXPY,AUSTIN,TX,78749-1415
TODAY'S VISION SOUTH TOWNE,5353 W HWY 290,AUSTIN,TX,78735-8905
TANGLEWOOD VISION CENTER,2110 W SLAUGHTER LN,AUSTIN,TX,78748-5980
WESTLAKE EYECARE,4613 BEE CAVES RD,AUSTIN,TX,78746-5203
VISION SOURCE,"4631 AIRPORT BLVD, STE 110-B",AUSTIN,TX,78751
NORDSTROM,2901 CAPITAL OF TX HWY S,AUSTIN,TX,78746
VALENTINES TOO,3801 N CAPITAL OF TEXAS HWY,AUSTIN,TX,78746
WESTLAKE HILLS VISION CENTER,3801 N CAPITAL OF TEXAS HWY,AUSTIN,TX,78746-1466
LONE STAR EYE,2700 BARTON CREEK BLVD,AUSTIN,TX,78735-1641
"ALI VISION CARE, PLLC",7300 RANCH RD,AUSTIN,TX,78730-3204
TODAY'S VISION-GATEWAY,9607 RESEARCH BLVD,AUSTIN,TX,78759-5691
Nordstrom,3111 Palm Way,Austin,,78758
NEIMAN MARCUS,3400 PALM WAY,AUSTIN,TX,78758
NORDSTROM,3111 PALM WAY,AUSTIN,TX,78758
EYECARE ESSENTIALS,12921 SHOPS PKWY,AUSTIN,TX,78738-6631
AUSTIN VISION ASSOCIATES,11410 JOLLYVILLE RD,AUSTIN,TX,78759-4097
STEINER EYE CARE,5145 FM 620 N,AUSTIN,TX,78732-1815
VISION CENTER,12701 RESEARCH BLVD,AUSTIN,TX,78759-4386
DR CLAY OPTOMETRY CLINIC,226 W MAIN ST,ARDMORE,OK,73401-6316
CLAY EYE CLINIC,1901 W UNIVERSITY BLVD,DURANT,OK,74701-3099
EYE HEALTH ASSOCIATES PC,4250 NW CACHE RD,LAWTON,OK,73505-3606
EYECARE OF WESTERN OKLAHOMA,800 N MAIN ST,ELK CITY,OK,73644-3414
BINTZ AND ELLIS VISION SOURCE,901 N MAIN ST,ELK CITY,OK,73644-2828
BENNETT VISION,401 E SILAS ST,BARTLESVILLE,OK,74003-3611
TWENTY TWENTY EYECARE,7408 S YALE AVE,TULSA,OK,74136-7029
ADVANCED EYECARE,6351 E 67TH PL,TULSA,OK,74136-3506
HARREL EYECARE MIDTOWN,4520 S HARVARD AVE,TULSA,OK,74135-2925
LOOK EYECARE & EYEWEAR,3746 S PEORIA AVE,TULSA,OK,74105-3265
DOWNTOWN TULSA EYECARE,9 E 4TH ST,TULSA,OK,74103-5103
SAKS FIFTH AVE,1780 UTICA SQUARE,TULSA,OK,74114
PREMIER OPTICAL,12455 E 100TH ST N,OWASSO,OK,74055-4674
HOGLE EYECARE CENTER,2500 CHANDLER RD,MUSKOGEE,OK,74403-5003
DR STEWART & ASSO.  #BRO6118,435 W BROADWAY ST,MUSKOGEE,OK,74401-6614
MACYS,14000 RIVERSIDE DR,SHERMAN OAKS,CA,91423
1ST EYE CARE #12,2810 E TRINITY MILLS RD,CARROLLTON,TX,75006-2351
VISION VERITAS,15123 PRESTONWOOD BLVD,DALLAS,TX,75248-4701
PRESTON EYE CENTER #FECS-25,5455 BELT LINE RD,DALLAS,TX,75254-1520
MURRAY H JOHNSON OD,18111 PRESTON RD,DALLAS,TX,75252-6009
NEIMAN MARCUS,2201 DALLAS PARKWAY,PLANO,TX,75093
NORDSTROM,5220 ALPHA ROAD,DALLAS,TX,75240
EYE GALLERY,1900 PRESTON RD,PLANO,TX,75093-5103
DR ARNOLD STOKOL,1301 W CAMPBELL RD,RICHARDSON,TX,75080-2815
HOELSCHER WHITMAN PLLC,15635 COIT RD,DALLAS,TX,75248-4427
KEY WHITMAN PLANO,3060 COMMUNICATIONS PKWY,PLANO,TX,75093-1629
PROMENADE OPTICAL,650 N COIT RD,RICHARDSON,TX,75080-6285
CONTACT LENS CENTER,1514 E BELT LINE RD,CARROLLTON,TX,75006-6369
SWISS EYE CARE,2625 OLD DENTON RD,CARROLLTON,TX,75007-5114
FIRST EYECARE  DR THOMAS BALLARD,6446 LBJ FWY,DALLAS,TX,75240-6407
SIGHT & STYLE,3400 PRESTON RD,PLANO,TX,75093-7454
FRAMED EYECARE,1016 E HEBRON PKWY,CARROLLTON,TX,75010-1021
L'OPTIQUE OF DALLAS,11930 PRESTON RD,DALLAS,TX,75230-6162
V EYE P EYECARE & EYEWEAR,1500 W HEBRON PKWY,CARROLLTON,TX,75010-6530
SPECTACLES,7500 WINDROSE AVE,PLANO,TX,75024-0163
KEY-WHITMAN OPTICAL,11442 N CENTRAL EXPY,DALLAS,TX,75243
FIRST EYECARE PLANO,2313 W PARKER RD,PLANO,TX,75023-7839
ALL CARE EYE CLINIC,3720 WALNUT HILL LN,DALLAS,TX,75229-6165
CONCEPT EYECARE,8315 PRESTON RD,PLANO,TX,75024-2432
GIP VISION LLC,2403 S STEMMONS FWY,LEWISVILLE,TX,75067-8976
NORDSTROM,2613 PRESTON MALL,FRISCO,TX,75034
AMERICAN EYEWEAR,8309 PRESTON RD,DALLAS,TX,75225-5510
NORDSTROM,2613 PRESTON ROAD,FRISCO,TX,75034
SUBURBAN OPTICAL,6114 LUTHER LN,DALLAS,TX,75225-6201
OCCHIALI MODERN OPTICS,8304 PRESTON CENTER PLZ,DALLAS,TX,75225-5304
DISTINCTIVE VISION CARE,411 E ROYAL LN,IRVING,TX,75039-3102
NEIMAN MARCUS,"8687 NORTH CENTRAL EXPRESSWAY, SUITE 400",DALLAS,,75225
"EYECARE 20/20 HWANTAE PARK,O.D.",7750 N MACARTHUR BLVD,IRVING,TX,75063-7514
PARK CITIES EYE ASSOCIATES,8115 PRESTON RD,DALLAS,TX,75225-6330
PRECISION EYE ASSOCIATES,2930 PRESTON RD,FRISCO,TX,75034-9056
NORDSTROM,8687 NORTH CENTRAL EXPRESSWAY,DALLAS,TX,75225
NEIMAN MARCUS,400 North Park Center,DALLAS,TX,75225
NORDSTROM,8687 NO CENTRAL EXPRESSWAY,DALLAS,TX,75225
OMNI FRISCO,1 COWBOYS WAY,FRISCO,TX,75034-1963
PROF. CARE ENTERPRISES,8989 SKILLMAN ST,DALLAS,TX,75243-8213
DR LISA CALAWAY BATKY,5600 W LOVERS LN,DALLAS,TX,75209-4330
CRYSTAL CLEAR IMAGE,4300 LEGACY DR,FRISCO,TX,75034-0856
OPTICAL ILLUSIONS,3212 N JUPITER RD,GARLAND,TX,75044-6580
PAYRITE OPTICAL,6117 GREENVILLE AVE,DALLAS,TX,75206-1910
V EYE P LAS COLINAS #6517,811 W ROYAL LN,IRVING,TX,75039-4302
L & L OPTICAL,5910 N MACARTHUR BLVD,IRVING,TX,75039-3835
CONTACT LENS & EYE CARE GALLERY,4500 HILLCREST RD,FRISCO,TX,75035-5418
NORTH GARLAND VISION,6850 N SHILOH RD,GARLAND,TX,75044-2918
EYE AND VISION,3417 SPECTRUM BLVD,RICHARDSON,TX,75082-9705
TOM FORD,50 HIGHLAND PARK VILLAGE,DALLAS,TX,75205
INDEPENDENTS,50 HIGHLAND PARK VILLAGE,DALLAS,TX,75205
TODAYS VISION,5530 FM 423,FRISCO,TX,75034-8900
OPTIX EYECARE & GALLERY,5330 E MOCKINGBIRD LN,DALLAS,TX,75206-0940
FRISCO EYE ASSOCIATES,7638 STONEBROOK PKWY,FRISCO,TX,75034-1003
EPIC EYE CARE,1138 BELT LINE RD,GARLAND,TX,75040-1994
TEXAS STATE OPTICAL OF ALLEN,941 W BETHANY DR,ALLEN,TX,75013-3739
EYEVENUE,2714 GREENVILLE AVE,DALLAS,TX,75206-6237
TURTLE CREEK EYE ASSOCIATES,3811 TURTLE CREEK BLVD,DALLAS,TX,75219-4551
FASHION OPTICAL CORPORATION,3430 OAK LAWN AVE,DALLAS,TX,75219-4214
AVANT-GARDE OPTOMETRY,9255 DALLAS PKWY,FRISCO,TX,75033-4210
UPTOWN VISION,3710 RAWLINS ST,DALLAS,TX,75219-6416
EYES IN SIGHT #70901,9191 KYSER WAY,FRISCO,TX,75033-1902
EYE PIECES WEST VILLAGE,3699 MCKINNEY AVE,DALLAS,TX,75204-4550
LUXE EYEWEAR,6635 COWBOYS WAY,FRISCO,TX,75034-2044
PERCEPTION EYECARE & EYEWEAR,4150 E RENNER RD,RICHARDSON,TX,75082-2816
OPTIQUE,3636 MCKINNEY AVE,DALLAS,TX,75204-1422
FRISCO FAMILY VISION,10150 LEGACY DR,FRISCO,TX,75033-6731
20/20 SIGHT OF LAKEWOOD,1905 ABRAMS RD,DALLAS,TX,75214-3916
DR JEFFREY WOOD,321 N ALLEN DR,ALLEN,TX,75013-2539
STANLEY KORSHAK LP,500 CRESCENT CT,DALLAS,TX,75201-1894
FOCUSED EYE CARE,3121 N GEORGE BUSH HWY,GARLAND,TX,75040-2752
Dallas Fort Worth International Airport Terminal D,2400 Aviation Dr,Dallas,Texas,75261
DALLAS EYEWORKS,7324 GASTON AVE,DALLAS,TX,75214-6126
SEBASTIAN MIRABAL OD PA,1025 LONG PRAIRIE RD,FLOWER MOUND,TX,75022-4346
WINK EYE CARE,2721 LITTLE ELM PKWY,LITTLE ELM,TX,75068-6689
CLARKE D NEWMAN OD 7675,700 N PEARL ST,DALLAS,TX,75201-2824
PERSPECTIVE EYE CARE,1110 N GREENVILLE AVE,ALLEN,TX,75002-8621
ACCENT OPTICAL,1511 MAIN ST,DALLAS,TX,75201-4812
NEIMAN MARCUS,1618 MAIN STREET,DALLAS,TX,75201
FLOWER MOUND EYECARE LLC,3851 LONG PRAIRIE RD,FLOWER MOUND,TX,75028-1569
OUSLEY VISION CENTER #882,2430 FM 407,HIGHLAND VILLAGE,TX,75077-3090
MCKINNEY EYEWORKS,7668 ELDORADO PKWY,MCKINNEY,TX,75070-5753
ROGER WEIKUM,2208 W SHADY GROVE RD,IRVING,TX,75060-5056
TEXAS STATE OPTICAL #9313,2770 VIRGINIA PKWY,MC KINNEY,TX,75071-4975
BLINK EYECARE,6851 VIRGINIA PKWY,MC KINNEY,TX,75071-5621
PINNACLE EYECARE #17615,1650 N LAKE FOREST DR,MC KINNEY,TX,75071-7667
SOCIALEYES EYECARE PLLC,1061 N COLEMAN ST,PROSPER,TX,75078-2316
EYEWORKS,3105 E SOUTHLAKE BLVD,SOUTHLAKE,TX,76092-8051
PEARL VISION SOUTHLAKE,3004 E SOUTHLAKE BLVD,SOUTHLAKE,TX,76092-6618
CLEARVIEW LASER VISION CENTER,1980 E STATE HWY 114,SOUTHLAKE,TX,76092-6510
VISION TRENDS SOUTHLAKE,1021 E SOUTHLAKE BLVD,SOUTHLAKE,TX,76092-6347
MARSH EYE CENTER,670 E SOUTHLAKE BLVD,SOUTHLAKE,TX,76092-6236
THE HARGRAVE EYE CENTER,1411 N BECKLEY AVE,DALLAS,TX,75203-1259
TOTAL EYECARE,6114 COLLEYVILLE BLVD,COLLEYVILLE,TX,76034-6221
DR GAYLE CUSHING-KARANGES,2301 N COLLINS ST,ARLINGTON,TX,76011-2659
ADVANCED VISION CARE,827 E LAMAR BLVD,ARLINGTON,TX,76011-3504
LENWORKS,1102 W PIONEER PKWY,GRAND PRAIRIE,TX,75051-4721
INSIGHT VISION            2282,2351 W LAMAR BLVD,ARLINGTON,TX,76012
20/20 iCARE AND iWEAR,4116 S CARRIER PKWY,GRAND PRAIRIE,TX,75052-3245
FIRST EYE CARE,2301 W PARK ROW DR,ARLINGTON,TX,76013-3346
NORDSTROM W,1101 MELBOURNE ROAD,HURST,TX,76053
NORDSTROM,1101 MELBOURNE ROAD,HURST,TX,76053
NORTHLAKE FAMILY EYECARE,1500 COMMONS CIR,NORTHLAKE,TX,76226
KIRKWOOD  EYE CENTER,2111 KIRKWOOD BLVD,SOUTHLAKE,TX,76092-1460
EYECRAFTERS OF ARLINGTON**,3811 S COOPER ST,ARLINGTON,TX,76015-4120
1ST EYE CARE,3900 W WHEATLAND RD,DALLAS,TX,75237-3468
DR LAURI ANDERWOLD-MELTON,1004 KELLER PKWY,KELLER,TX,76248-3684
"TWO KINGS EYECARE, PLLC",12457 TIMBERLAND BLVD,KELLER,TX,76244-5211
FLEMING VISION CARE,1700 RUFE SNOW DR,KELLER,TX,76248-5628
TOTAL EYECARE & EYEWEAR,3111 UNICORN LAKE BLVD,DENTON,TX,76210-0117
PREMIERE EYE CARE,5421 BASSWOOD BLVD,FORT WORTH,TX,76137-4483
EYECARE & LASER MGMT#6700  DRFAIN,610 N TOWN EAST BLVD,MESQUITE,TX,75150-4736
BUCKNER OPTICAL,2744 S BUCKNER BLVD,DALLAS,TX,75227-6903
FORNEY EYE ASSOCIATES,780 E US HIGHWAY 80,FORNEY,TX,75126-8712
VISION CITY OF ARLINGTON,5520 S COOPER ST,ARLINGTON,TX,76017-4457
ADVANCED VISION CARE OF MANSFIELD,2310 HWY 157  N,MANSFIELD,TX,76063-8845
DESOTO FAMILY EYECARE,600 N HAMPTON RD,DE SOTO,TX,75115-4508
TSO MANSFIELD,1650 HWY 287 N,MANSFIELD,TX,76063-8852
GLENN A BOYD OD,1560 HWY 287 N,MANSFIELD,TX,76063-8824
RED OAK EYECARE,303 E OVILLA RD,RED OAK,TX,75154-3899
MOUNT PLEASANT EYE CARE,2001 W FERGUSON RD,MOUNT PLEASANT,TX,75455-2925
LONGVIEW EYE ASSOC.,1506 JUDSON RD,LONGVIEW,TX,75601-3919
KILGORE EYE CARE CENTER,1100 STONE RD,KILGORE,TX,75662-5478
WISTERIA ATELIER,17 BROAD STREET,RED BANK,NJ,07701
RAGSDALE & MARTIN OPTICAL INC,2740 S BROADWAY AVE,TYLER,TX,75701-5412
TYLER EYE CARE,4139 S BROADWAY AVE,TYLER,TX,75701-8720
WEST VISION CARE,2547 ELKTON TRL,TYLER,TX,75703-0634
ANGELINA EYE CENTER,2801 S JOHN REDDITT DR,LUFKIN,TX,75904-5666
"KENT WISE OD, PA",1169 N BURLESON BLVD,BURLESON,TX,76028-7011
NEIMAN MARCUS,2100 GREEN OAKS ROAD,FORT WORTH,TX,76116
EYES NOUVEAU,3000 S HULEN ST,FORT WORTH,TX,76109-1929
ADVANCED VISION CARE FORT WORTH,4919 S HULEN ST,FORT WORTH,TX,76132-1407
ADAIR OPTICAL,3550 W 7TH ST,FORT WORTH,TX,76107-2545
OPTICAL ON THE BRICKS,4825 CAMP BOWIE BLVD,FORT WORTH,TX,76107-4150
VISUAL EYES,6100 BRYANT IRVIN RD,FORT WORTH,TX,76132-4119
EYEWORKS,6711 FOXPOINTE RD,FORT WORTH,TX,76132-4452
NEIMAN MARCUS,5200 MONAHANS AVE,FORT WORTH,TX,76109
TEXAS STATE OPTICAL,6224 CAMP BOWIE BLVD,FORT WORTH,TX,76116-5525
EAGLE RANCH VISION SOURCE,7201 BOAT CLUB RD,FORT WORTH,TX,76179-4555
JOY FAMILY EYE CARE PLLC,1449 AVONDALE HASLET RD,HASLET,TX,76052-3510
MIKS,2302C  BROOK AVENUE,WICHITA FALLS,TX,76301
HAYLEY EYE CLINIC PC,1901 KEMP BLVD,WICHITA FALLS,TX,76309-3959
FIRST EYECARE,2102 WS YOUNG DRIVE,KILLEEN,TX,76543
PIONEER VISION,4010 SANDY BROOK DR,ROUND ROCK,TX,78665-1516
STONE HILL OPTICAL,1512 TOWN CENTER DR,PFLUGERVILLE,TX,78660-7683
ADVANCED EYE CARE & SURGERY  14560,501 E PALM VALLEY BLVD,ROUND ROCK,TX,78664-3000
THE OPTICAL DISPENSARY*,3713 FRANKLIN AVE,WACO,TX,76710-7329
"TOOTSIES,INC",2601 WESTHEIMER ROAD,HOUSTON,TX,77098
SHEEKHA EYE ASSOCIATES,1000 MAIN ST,HOUSTON,TX,77002-6345
BERKELEY EYE CENTER,1200 MCKINNEY ST,HOUSTON,TX,77010-2002
SPECTACLE ON MONTROSE,4317 MONTROSE BLVD,HOUSTON,TX,77006-5862
MUSEUM DISTRICT EYE CENTER,4704 MONTROSE BLVD,HOUSTON,TX,77006-6122
PRECISE EYECARE,1828 AIRLINE DR,HOUSTON,TX,77009-2966
EYE CONTACT,2055 WESTHEIMER RD,HOUSTON,TX,77098-1598
MEMORIAL PARK VISION*,5535 MEMORIAL DR,HOUSTON,TX,77007-8021
UNIV OF HOUSTON EYE INST,4901 CALHOUN RD,HOUSTON,TX,77204-2020
TOOTSIES,2601 WESTHEIMER RD,HOUSTON,TX,77098-1753
HOUSTON HEIGHTS EYE CARE PLLC,432 W 19TH ST,HOUSTON,TX,77008-3914
HEIGHTS EYE CARE,718 W 18TH ST,HOUSTON,TX,77008-3530
CLARA VISION,910 S WAYSIDE DR,HOUSTON,TX,77023-3417
LUXE OPTICAL,2338 BISSONNET ST,HOUSTON,TX,77005-1512
UNIQUE,2431 BISSONNET ST,HOUSTON,TX,77005
ABEJAS BOUTIQUE,2517 SOUTH BLVD,HOUSTON,TX,77098-5111
INSIGHT OPTICAL,2406 SUNSET BLVD,HOUSTON,TX,77005-1432
LUXE OPTICAL,2518A RICE BLVD,HOUSTON,TX,77005-3221
VISION OPTIQUE,5158 BUFFALO SPEEDWAY,HOUSTON,TX,77005-4202
INDULGE,2903 SAINT ST,HOUSTON,TX,77027
MARY T GREEN MD,6624 FANNIN STREET  SUITE 2105,HOUSTON,,77030
OPTICAL ILLUSIONZ INC,3271 SOUTHWEST FWY,HOUSTON,TX,77027-7503
HARRISBURG OPTICAL,7438 HARRISBURG BLVD,HOUSTON,TX,77011-4741
THE EYE GLASSIERS OF HOUSTON,3897 SOUTHWEST FWY,HOUSTON,TX,77027-7515
BERKELEY EYE CENTER,3100 WESLAYAN ST,HOUSTON,TX,77027-5727
MAISON JOLIE,4003B WESTHEIMER RD,HOUSTON,TX,77027
NORTHWEST EYE OPTICAL,1740 W 27TH ST,HOUSTON,TX,77008-1435
HOUSTON OPTICAL CENTER,7155 OLD KATY RD,HOUSTON,TX,77024-2134
SAVE OPTICAL - Inside FIESTA MART,5600 MYKAWA,HOUSTON,TX,77033
VISION SOURCE BOUTIQUE,3800 SOUTHWEST FWY,HOUSTON,,77027
PEARLE VISION GALLERIA,1800 POST OAK BLVD,HOUSTON,TX,77056-3966
WEST U VISION,6737 STELLA LINK RD,HOUSTON,TX,77005-4342
TOM FORD,"HOUSTON GALLERIA, 5015 Westheimer Road, Suite A2240",Houston,TX,77056
FISHEL PREMIER EYECARE-SIGNATURE EY,5085 WESTHEIMER RD,HOUSTON,TX,77056-5653
MONOCLE PREMIER EYE CARE,4061 BELLAIRE BLVD,HOUSTON,TX,77025-1121
NEIMAN MARCUS,2600 SOUTH POST OAK BOULEVARD,HOUSTON,TX,77056
SOLSTICE,5135 W ALABAMA STREET STE 7220,HOUSTON,TX,77056
SAKS FIFTH AVENUE,5175 WESTHEIMER,HOUSTON,TX,77056
NORDSTROM,5192 HIDALGO STREET,HOUSTON,TX,77056
NORDSTROM,5192 HIDALGO ST,HOUSTON,TX,77056
EYE OPTIQUE,5136 RICHMOND AVE,HOUSTON,TX,77056-6702
NEIMAN MARCUS,2600 SOUTH POST OAK,HOUSTON,TX,77056
SAKS FIFTH AVE,5175 WESTHEIMER ROAD,HOUSTON,TX,77056
EYE CARE ASSOCIATES,5320 RICHMOND AVE,HOUSTON,TX,77056-6612
HOUSTON OPTICAL  TANGLEWOOD,590 CHIMNEY ROCK RD,HOUSTON,TX,77056-1220
TODAYS VISION TANGLEWOOD,5771 SAN FELIPE ST,HOUSTON,TX,77057-3101
